/opt/my_training_data/IMG/center_2019_09_08_11_46_43_901.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_43_901.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_43_901.jpg,0,0,0,5.263334E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_43_986.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_43_986.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_43_986.jpg,0,0,0,5.166949E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_066.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_066.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_066.jpg,0,0,0,5.263235E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_144.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_144.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_144.jpg,0,0,0,5.136991E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_231.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_231.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_231.jpg,0,0,0,5.10703E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_310.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_310.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_310.jpg,0,0,0,5.317936E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_395.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_395.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_395.jpg,0,0,0,5.046678E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_471.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_471.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_471.jpg,0,0,0,5.045052E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_556.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_556.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_556.jpg,0,0,0,5.118305E-05
/opt/my_training_data/IMG/center_2019_09_08_11_46_44_637.jpg,/opt/my_training_data/IMG/left_2019_09_08_11_46_44_637.jpg,/opt/my_training_data/IMG/right_2019_09_08_11_46_44_637.jpg,0,0,0,5.133451E-05
